STATE,COUNTY,COUNTYFIPS,NRI_ID,POPULATION,AREA,RISK_RATNG,TOWERCOUNT,POP_DENS,TOWER_DENS
California,ALPINE,3,C06003,1198,750.69146529,1.0,2,1.5958620224051703,0.2664210387988598
California,AMADOR,5,C06005,40427,612.0676341000001,2.0,2,66.04989015543175,0.326761274175337
California,BUTTE,7,C06007,211490,1694.06220711,4.0,16,124.84193267069762,0.9444753523718199
Idaho,BUTTE,23,C16023,2574,2261.11625454,1.0,16,1.1383757888749744,0.7076150979797821
South Dakota,BUTTE,19,C46019,10241,2289.3971267700003,1.0,16,4.473230039581876,0.6988739442760473
California,COLUSA,11,C06011,21811,1168.02722829,3.0,14,18.673366058367883,1.1986021953012258
California,CONTRA COSTA,13,C06013,1165466,812.02574349,5.0,7,1435.2574525420234,0.8620416355169662
California,DEL NORTE,15,C06015,27709,1242.09566052,3.0,2,22.308265684141997,0.16101819397410225
California,EL DORADO,17,C06017,190978,1804.39429248,3.0,24,105.84050326246351,1.3300862289369062
California,FRESNO,19,C06019,1007944,6071.8121841,4.0,38,166.00381721942267,0.6258428101499748
California,GLENN,21,C06021,28889,1340.37292155,3.0,7,21.552957043173414,0.5222427197279722
California,HUMBOLDT,23,C06023,135972,4093.16359335,4.0,13,33.2192928279017,0.3176027467145604
Iowa,HUMBOLDT,91,C19091,9597,440.07264873,1.0,13,21.807762940268745,2.9540577078617662
Nevada,HUMBOLDT,13,C32013,17234,9755.35480842,3.0,13,1.7666194965174475,0.13326014537963804
California,IMPERIAL,25,C06025,179319,4525.87668897,4.0,26,39.62083201184375,0.5744743347375
California,INYO,27,C06027,18979,10330.34495649,2.0,24,1.8372087360041656,0.23232525245850663
California,KERN,29,C06029,908530,8247.345137850001,4.0,65,110.1602982310553,0.7881324100490456
California,KINGS,31,C06031,152259,1406.24882307,3.0,12,108.27315728350364,0.853334047512491
New York,KINGS,47,C36047,2735309,97.82886399,4.0,12,27960.14272719758,12.266318457123893
California,LAKE,33,C06033,68074,1342.84835646,3.0,107,50.693735947561365,7.968137242396606
Colorado,LAKE,65,C08065,7405,387.78769731,1.0,107,19.095500067090562,27.592417382561653
Florida,LAKE,69,C12069,383042,1168.44011154,3.0,107,327.82339138901347,9.157508283327793
Illinois,LAKE,97,C17097,713483,1382.14370736,3.0,107,516.2147728927602,7.741597304984889
Indiana,LAKE,89,C18089,498479,632.95458135,3.0,107,787.5430792156,16.904846438078476
Michigan,LAKE,85,C26085,12084,580.14228168,1.0,107,20.829373037604935,18.443751365638267
Minnesota,LAKE,75,C27075,10884,3021.12274074,1.0,107,3.6026341641895856,3.541729654247387
Montana,LAKE,47,C30047,31051,1670.69699862,2.0,107,18.585656181610553,6.4045126129024155
Ohio,LAKE,85,C39085,232492,989.08247646,2.0,107,235.0582540215516,10.818106937144513
Oregon,LAKE,37,C41037,8104,8442.48232269,1.0,107,0.9599072512381464,1.2673997517581648
South Dakota,LAKE,79,C46079,11059,580.9685481600001,2.0,107,19.03545387271864,18.41752024939773
Tennessee,LAKE,95,C47095,7005,195.85056192,2.0,107,35.76706613107072,54.63349144931573
California,LASSEN,35,C06035,32683,4767.766227900001,2.0,4,6.854992136306037,0.0838967308546466
California,LOS ANGELES,37,C06037,10005712,4797.38355018,5.0,16,2085.6602136021793,0.33351513033390195
California,MADERA,39,C06039,156146,2174.97672132,3.0,11,71.79203274655488,0.5057525394259883
California,MARIN,41,C06041,262172,836.53731915,4.0,6,313.40143947958137,0.717242358786403
California,MARIPOSA,43,C06043,17060,1477.5921615000002,2.0,8,11.545811113860594,0.5414213886921733
California,MENDOCINO,45,C06045,91247,3917.30541813,3.0,2,23.293307582730808,0.051055503375959335
California,MERCED,47,C06047,281054,1998.62705913,3.0,16,140.62353389848653,0.8005495536002991
California,MODOC,49,C06049,8672,4245.68858766,2.0,3,2.0425426455451716,0.07065991624349072
California,MONO,51,C06051,13147,3163.4149583400003,2.0,14,4.155951771467528,0.44255970792230465
California,MONTEREY,53,C06053,438599,3809.2926378,4.0,23,115.13922444491067,0.6037866393295346
California,ORANGE,59,C06059,3183647,959.30460756,5.0,65,3318.702917624502,6.775741457692785
Florida,ORANGE,95,C12095,1428790,1013.56463052,4.0,65,1409.6683694131793,6.413009890316748
Indiana,ORANGE,117,C18117,19861,412.31277282,1.0,65,48.16974226668101,15.764731117941018
New York,ORANGE,71,C36071,401096,846.78723246,3.0,65,473.667982492812,7.676072277467933
North Carolina,ORANGE,135,C37135,148579,405.00751785,2.0,65,366.85491861666685,16.04908480342669
Texas,ORANGE,361,C48361,84645,383.36122617,4.0,65,220.79697742427533,16.95528800588091
Vermont,ORANGE,17,C50017,29274,698.70698898,1.0,65,41.89739112633658,9.302898214155487
Virginia,ORANGE,137,C51137,36205,347.05132566000003,2.0,65,104.32174529559178,18.72921818592312
California,PLACER,61,C06061,404590,1517.40140994,3.0,18,266.6334678152158,1.1862385181724422
California,PLUMAS,63,C06063,19746,2639.8274799,2.0,3,7.480034263734539,0.11364379009016316
California,RIVERSIDE,65,C06065,2416838,7376.80539999,5.0,32,327.62664445550865,0.43379211277612634
California,SACRAMENTO,67,C06067,1584652,1004.40071433,4.0,17,1577.7089535993262,1.6925515640776994
California,SAN BENITO,69,C06069,64102,1404.51105015,3.0,8,45.64008235688426,0.5695932402344296
California,SAN BERNARDINO,71,C06071,2179979,20308.29540012,5.0,23,107.34426287629825,0.11325421236419524
California,SAN DIEGO,73,C06073,3295981,4571.49119037,5.0,42,720.9859677610436,0.918737415232789
California,SAN JOAQUIN,77,C06077,778512,1441.14756123,4.0,5,540.202836228339,0.3469457350871529
California,SAN LUIS OBISPO,79,C06079,280370,3652.26853056,3.0,15,76.76598740044207,0.41070364554218747
California,SAN MATEO,81,C06081,763661,748.4279197200002,4.0,6,1020.3534366885975,0.8016804079469274
California,SANTA BARBARA,83,C06083,447998,3825.92875704,4.0,16,117.09522796932629,0.4181991097079051
California,SANTA CLARA,85,C06085,1934625,1317.2205423,5.0,13,1468.7176048909391,0.986926606633441
California,SHASTA,89,C06089,181918,3886.2367206,3.0,16,46.810838628459436,0.4117093514964715
California,SIERRA,91,C06091,3200,971.87753988,1.0,6,3.2925958967990057,0.6173617306498136
New Mexico,SIERRA,51,C35051,11540,4281.00059712,1.0,6,2.6956314857240193,0.140154150037644
California,SISKIYOU,93,C06093,43940,6412.02238833,3.0,11,6.8527521176425745,0.17155273849355554
California,SOLANO,95,C06095,452833,915.38734521,4.0,6,494.69003735911934,0.6554602301852374
California,SONOMA,97,C06097,488330,1785.7891077,4.0,21,273.45334221964356,1.1759507272976297
California,STANISLAUS,99,C06099,552683,1529.19743613,4.0,11,361.4203025337896,0.7193315748578635
California,SUTTER,101,C06101,99621,614.55694716,4.0,13,162.10214604255975,2.115345056316717
California,TEHAMA,103,C06103,65755,2992.07865996,3.0,12,21.976360742093274,0.40105897483859676
California,TRINITY,105,C06105,15882,3239.9924817,2.0,4,4.901863226443918,0.12345707660103056
Texas,TRINITY,455,C48455,13573,721.18079163,2.0,4,18.82052344922075,0.5546459426573566
California,TULARE,107,C06107,472585,4887.1296696300005,4.0,21,96.69991016133176,0.4297000779516842
California,TUOLUMNE,109,C06109,55536,2297.41280925,3.0,2,24.17327864474211,0.08705444628616432
California,VENTURA,111,C06111,843136,2228.83747944,4.0,23,378.28509605457623,1.031928088618592
California,YOLO,113,C06113,216393,1033.89901329,4.0,13,209.29800417490443,1.2573761878959844
California,YUBA,115,C06115,81512,650.50906362,3.0,8,125.30494125077384,1.229806077640336
Colorado,ADAMS,1,C08001,519291,1195.55792733,3.0,66,434.35034650283774,5.520435145070354
Idaho,ADAMS,3,C16003,4357,1383.3334242,2.0,66,3.14963834732737,4.771084023952408
Illinois,ADAMS,1,C17001,65679,880.06639617,2.0,66,74.62959645525764,7.499434166243403
Indiana,ADAMS,1,C18001,35787,343.39867380000004,1.0,66,104.21414737566175,19.219643241382837
Iowa,ADAMS,3,C19003,3704,429.80111109,1.0,66,8.61793956420086,15.355939828219675
Mississippi,ADAMS,1,C28001,29474,492.46778373,2.0,66,59.849600265749345,13.40189189638141
Nebraska,ADAMS,1,C31001,31199,569.9267008500001,2.0,66,54.742127283156215,11.580436554659798
North Dakota,ADAMS,1,C38001,2189,998.6450120400002,1.0,66,2.1919700930848096,6.608955054527064
Ohio,ADAMS,1,C39001,27463,592.20383586,2.0,66,46.374235249790566,11.144811296967475
Pennsylvania,ADAMS,1,C42001,103797,526.9572024600001,2.0,66,196.9742504997433,12.52473629583038
Washington,ADAMS,1,C53001,20588,1949.28367959,1.0,66,10.561828540179615,3.385859158985111
Wisconsin,ADAMS,1,C55001,20645,694.4203640400001,1.0,66,29.729830905147253,9.504329570064028
Colorado,ALAMOSA,3,C08003,16357,730.59225837,1.0,2,22.388685087484443,0.27375050544090535
Colorado,ARAPAHOE,5,C08005,654201,813.63758697,3.0,14,804.0447128754897,1.7206678039710819
Colorado,ARCHULETA,7,C08007,13356,1369.07644029,1.0,2,9.755481583753578,0.1460838811583345
Colorado,BACA,9,C08009,3490,2583.18167601,1.0,3,1.3510470565859223,0.1161358501363257
Colorado,BENT,11,C08011,5639,1556.64469974,1.0,4,3.6225350595044965,0.2569629409118281
Colorado,BOULDER,13,C08013,330652,747.94618821,3.0,2,442.07993196853255,0.2673989160619216
Colorado,CHAFFEE,15,C08015,19470,1025.19911013,1.0,11,18.99143279350985,1.0729623047180707
Colorado,CHEYENNE,17,C08017,1748,1799.41323471,1.0,22,0.9714277778343194,1.222620773018022
Kansas,CHEYENNE,23,C20023,2616,1031.25357738,1.0,22,2.536718472915461,2.1333259328799747
Nebraska,CHEYENNE,33,C31033,9468,1208.1964128,1.0,22,7.836474185565469,1.820895987351503
Colorado,CLEAR CREEK,19,C08019,9391,400.33849518000005,1.0,6,23.457649246989405,1.4987317163447604
Colorado,CONEJOS,21,C08021,7453,1304.02697373,1.0,4,5.715372572916694,0.3067421211816285
Colorado,COSTILLA,23,C08023,3420,1243.42967034,1.0,6,2.7504571280375227,0.48253633825219694
Colorado,CROWLEY,25,C08025,5922,808.41183267,1.0,4,7.325474171303238,0.49479730978069825
Colorado,CUSTER,27,C08027,4686,747.39448875,1.0,40,6.269781314332711,5.351926004552037
Idaho,CUSTER,37,C16037,4271,4988.45332245,1.0,40,0.8561772004117633,0.8018517447078092
Montana,CUSTER,17,C30017,11841,3831.49111332,1.0,40,3.090441723546041,1.0439799758621877
Nebraska,CUSTER,41,C31041,10530,2601.95915343,1.0,40,4.046950539603576,1.537303148947227
Oklahoma,CUSTER,39,C40039,28489,1012.1481123,2.0,40,28.14706627794004,3.9519907722896614
South Dakota,CUSTER,33,C46033,8303,1574.80234665,2.0,40,5.272407688280733,2.5400012950888753
Colorado,DELTA,29,C08029,31182,1160.2023303,1.0,23,26.8763466385532,1.9824128429437613
Michigan,DELTA,41,C26041,36797,2011.43563374,1.0,23,18.293898836613934,1.143461894290623
Texas,DELTA,119,C48119,5227,280.73771232,1.0,23,18.618802428802237,8.192700513917188
Colorado,DOLORES,33,C08033,2322,1079.00311311,1.0,2,2.151986376857915,0.18535627707647848
Colorado,DOUGLAS,35,C08035,357700,851.37833937,2.0,100,420.1422369574138,11.745659406134017
Georgia,DOUGLAS,97,C13097,144139,203.09947515,2.0,100,709.696565653582,49.23695638609828
Illinois,DOUGLAS,41,C17041,19718,421.41798075,1.0,100,46.789650420012364,23.729409889447393
Kansas,DOUGLAS,45,C20045,118666,479.42822577,2.0,100,247.5156730904046,20.85817951986286
Minnesota,DOUGLAS,41,C27041,38992,727.42252674,1.0,100,53.602959169749184,13.74716843705098
Missouri,DOUGLAS,67,C29067,11559,822.81976881,1.0,100,14.04803389291091,12.153329780180735
Nebraska,DOUGLAS,55,C31055,584427,342.77546004000004,4.0,100,1704.9849482567993,29.173617034408046
Nevada,DOUGLAS,5,C32005,49429,745.86144165,3.0,100,66.27102198855168,13.407315945811503
Oregon,DOUGLAS,19,C41019,111016,5184.7770390000005,3.0,100,21.41191398683788,1.9287232459139114
South Dakota,DOUGLAS,43,C46043,2834,438.04477236,1.0,100,6.469658306231133,22.828716676891787
Washington,DOUGLAS,17,C53017,42903,1867.46705769,2.0,100,22.973899230688282,5.35484680108344
Wisconsin,DOUGLAS,31,C55031,44212,1494.61325637,1.0,100,29.580896470421152,6.690694035651215
Colorado,EAGLE,37,C08037,55552,1708.87269813,1.0,4,32.50798029647845,0.23407243877072614
Colorado,ELBERT,39,C08039,26043,1869.69359421,1.0,11,13.929020284740252,0.588331694244683
Georgia,ELBERT,105,C13105,19609,377.9940333,1.0,11,51.87648024178481,2.9100988457322297
Colorado,EL PASO,41,C08041,729693,2150.63999358,3.0,12,339.2910957567277,0.5579734421298727
Texas,EL PASO,141,C48141,864454,1025.53877829,3.0,12,842.9266823448692,1.1701166502946865
Colorado,FREMONT,43,C08043,48877,1550.22696231,1.0,14,31.528931690859103,0.9030935689015844
Idaho,FREMONT,43,C16043,13341,1915.31876718,1.0,14,6.965420184151636,0.7309488237622586
Iowa,FREMONT,71,C19071,6605,521.85398967,1.0,14,12.656796979125794,2.682742735923711
Wyoming,FREMONT,13,C56013,39175,9359.28139497,2.0,14,4.185684599787116,0.1495841337511669
Colorado,GARFIELD,45,C08045,61566,2985.6465178800004,2.0,30,20.620659422105934,1.0048074954734398
Montana,GARFIELD,33,C30033,1171,4898.04806634,1.0,30,0.2390748282049861,0.6124888852390763
Nebraska,GARFIELD,71,C31071,1813,577.15315983,1.0,30,3.141280558065415,5.197927012794398
Oklahoma,GARFIELD,47,C40047,62826,1070.78292867,2.0,30,58.67295631807936,2.801688297110083
Utah,GARFIELD,17,C49017,5083,5260.78151625,1.0,30,0.9662062536334475,0.5702574780445293
Washington,GARFIELD,23,C53023,2285,725.53638846,1.0,30,3.149394070847455,4.134871865445237
Colorado,GRAND,49,C08049,15695,1888.44351618,1.0,14,8.311077279000813,0.7413512705066032
Utah,GRAND,19,C49019,9604,3722.12644791,1.0,14,2.5802454952578824,0.37612908094138225
Colorado,GUNNISON,51,C08051,16897,3292.5380085,1.0,7,5.131907348185135,0.21260194967920898
Colorado,HUERFANO,55,C08055,6808,1609.35387249,1.0,6,4.23026912624669,0.3728204282826108
Colorado,KIOWA,61,C08061,1446,1803.99823656,1.0,10,0.8015528899614348,0.5543242669166215
Kansas,KIOWA,97,C20097,2453,730.16758269,1.0,10,3.359502747250073,1.3695486128210652
Oklahoma,KIOWA,75,C40075,8493,1041.04128531,1.0,10,8.158177893464586,0.9605766976880473
Colorado,KIT CARSON,63,C08063,7070,2183.5140132,2.0,16,3.2378999893106797,0.7327637882456983
Colorado,LA PLATA,67,C08067,55533,1716.74016384,2.0,14,32.34793544748434,0.8154990658973597
Colorado,LARIMER,69,C08069,358792,2660.57947779,3.0,10,134.85483256378012,0.3758579694189952
Colorado,LAS ANIMAS,71,C08071,14491,4823.82522063,1.0,15,3.0040474804158532,0.3109565399643765
Colorado,MESA,77,C08077,155647,3374.80251459,1.0,6,46.120328323540235,0.17778818091016302
Colorado,MINERAL,79,C08079,863,886.63818243,1.0,10,0.9733395392862338,1.1278557813281969
Montana,MINERAL,61,C30061,4516,1235.7918417,1.0,10,3.6543371202286195,0.8091977679868511
Nevada,MINERAL,21,C32021,4516,3849.94037337,1.0,10,1.1730051798300898,0.259744282513306
West Virginia,MINERAL,57,C54057,26925,332.54365014,1.0,10,80.96681439764266,3.0071240259105916
Colorado,MOFFAT,81,C08081,13270,4798.85142048,1.0,1,2.7652450216249207,0.020838319680670087
Colorado,MONTEZUMA,83,C08083,25806,2060.44730307,1.0,8,12.524464936108723,0.3882652076605045
Colorado,MONTROSE,85,C08085,42636,2265.48925785,1.0,2,18.819775839706484,0.08828115132613981
Colorado,OTERO,89,C08089,18678,1282.52157384,1.0,30,14.563497707158383,2.3391419381879834
New Mexico,OTERO,35,C35035,67699,6693.726059670001,3.0,30,10.113799010672023,0.4481808746364949
Colorado,OURAY,91,C08091,4859,547.68437685,1.0,4,8.87189813218058,0.7303476544293542
Colorado,PARK,93,C08093,17300,2232.62712387,1.0,23,7.748718903859081,1.0301765016691262
Montana,PARK,67,C30067,17153,2841.63752808,1.0,23,6.036308230905759,0.8093924637721243
Wyoming,PARK,29,C56029,29572,7035.469921350001,1.0,23,4.2032728915889646,0.3269149077050797
Colorado,PITKIN,97,C08097,17292,983.02521759,1.0,2,17.590596548879322,0.2034535802553704
Colorado,PROWERS,99,C08099,11979,1660.92211857,1.0,10,7.212258700193318,0.6020751899318239
Colorado,PUEBLO,101,C08101,168034,2421.97179276,2.0,9,69.37900784076182,0.3715980519221445
Colorado,RIO GRANDE,105,C08105,11498,921.54674703,1.0,2,12.47684942414071,0.21702642936407565
Colorado,ROUTT,107,C08107,24767,2392.03947255,1.0,4,10.353926130490434,0.16722132079768134
Colorado,SAGUACHE,109,C08109,6323,3202.29086151,1.0,2,1.9745239497134464,0.06245528861975158
Colorado,SAN JUAN,111,C08111,699,392.22167439,1.0,37,1.7821554637109611,9.433440938098077
New Mexico,SAN JUAN,45,C35045,121421,5594.33886453,2.0,37,21.70426263769079,0.6613828889521246
Utah,SAN JUAN,37,C49037,14449,8013.32722008,1.0,37,1.8031211759072219,0.4617308014988387
Washington,SAN JUAN,55,C53055,17695,627.0851921100001,1.0,37,28.217856557033855,5.9003147364241455
Puerto Rico,SAN JUAN,127,C72127,341981,77.73004083,,37,4399.598872563722,47.60064397871744
Colorado,SAN MIGUEL,113,C08113,8002,1301.74596903,1.0,17,6.1471286951345165,1.3059383631253034
New Mexico,SAN MIGUEL,47,C35047,27087,4789.21814358,2.0,17,5.655829237244167,0.3549639939201493
Colorado,SEDGWICK,115,C08115,2395,554.95040679,1.0,31,4.315700953988664,5.586084742114763
Kansas,SEDGWICK,173,C20173,523609,1019.30817261,3.0,31,513.6905737342099,3.041278470339606
Colorado,SUMMIT,117,C08117,31040,625.51092357,1.0,14,49.623433948753984,2.2381703456267905
Ohio,SUMMIT,153,C39153,540333,424.37346276000005,3.0,14,1273.2487947899317,3.2989810222694236
Utah,SUMMIT,43,C49043,42322,1899.84344511,2.0,14,22.27657237175644,0.7369028240739809
Colorado,WELD,123,C08123,328800,4057.29582453,3.0,30,81.03919808166525,0.7394087416210333
Connecticut,FAIRFIELD,1,C09001,957322,845.49852738,4.0,43,1132.2574422057417,5.085756935999266
Ohio,FAIRFIELD,45,C39045,158878,513.69609603,2.0,43,309.2840323838503,8.370707959884667
South Carolina,FAIRFIELD,39,C45039,20909,717.0479245800001,1.0,43,29.15983616052878,5.996809770446877
Connecticut,HARTFORD,3,C09003,898547,758.19422172,3.0,8,1185.1145448742711,1.0551386136723142
Connecticut,LITCHFIELD,5,C09005,185062,954.12467436,2.0,13,193.9599771110986,1.3625053778972893
Connecticut,MIDDLESEX,7,C09007,164179,443.49742866,2.0,33,370.191548789937,7.440854865767194
Massachusetts,MIDDLESEX,17,C25017,1629857,855.4919614800002,4.0,33,1905.1692749752424,3.8574295827292207
New Jersey,MIDDLESEX,23,C34023,862614,326.13283599000005,4.0,33,2644.9774595111594,10.118576346299536
Virginia,MIDDLESEX,119,C51119,10607,212.88724743,2.0,33,49.82449690175883,15.501163361535225
Connecticut,NEW HAVEN,9,C09009,864495,870.77152188,3.0,18,992.7919991383629,2.0671323702844475
Connecticut,NEW LONDON,11,C09011,268434,779.75604018,3.0,18,344.2538257709864,2.308414308127046
Connecticut,TOLLAND,13,C09013,149768,421.3392924,2.0,3,355.45699796214876,0.7120152461717097
Connecticut,WINDHAM,15,C09015,116384,526.48301316,2.0,20,221.05936391271658,3.7987930284698344
Vermont,WINDHAM,25,C50025,45853,806.30107194,2.0,20,56.86833565739337,2.4804630300042905
Delaware,KENT,1,C10001,181705,806.39052507,3.0,29,225.33126859870634,3.5962724137269113
Maryland,KENT,29,C24029,19162,417.61930704,2.0,29,45.883893960306395,6.9441233944728395
Michigan,KENT,81,C26081,657870,880.7447461800001,3.0,29,746.9474020178252,3.2926679524095843
Rhode Island,KENT,3,C44003,170332,190.03720476,2.0,29,896.3087002627411,15.260169731829304
Texas,KENT,263,C48263,741,912.0334181400002,1.0,29,0.8124702288992814,3.179708048323773
Delaware,NEW CASTLE,3,C10003,570089,499.01426094,3.0,7,1142.430276293338,1.4027655215331933
Delaware,SUSSEX,5,C10005,237214,1208.5005933,3.0,27,196.2878639159374,2.234173499764057
New Jersey,SUSSEX,37,C34037,144119,540.94490346,2.0,27,266.4208481828443,4.991266176518568
Virginia,SUSSEX,183,C51183,10829,497.80368573,1.0,27,21.753555287803675,5.423824847822506
Florida,ALACHUA,1,C12001,277984,978.5891068200002,3.0,13,284.06610911839203,1.3284431544761919
Florida,BAKER,3,C12003,27852,594.9157854900001,1.0,12,46.81671032994999,2.01709221585308
Georgia,BAKER,7,C13007,2855,352.66297326,1.0,12,8.095547921032123,3.4026821384373194
Oregon,BAKER,1,C41001,16645,3119.15347341,2.0,12,5.3363837790908475,0.38471976779267153
Florida,BAY,5,C12005,174869,1481.52779814,4.0,19,118.03288485004545,1.282459905501183
Michigan,BAY,17,C26017,103848,637.0838405100001,2.0,19,163.00523321525048,2.98233902539265
Florida,BRADFORD,7,C12007,28233,303.52425519,2.0,11,93.01727791845404,3.6240925764282736
Pennsylvania,BRADFORD,15,C42015,59840,1172.73929838,2.0,11,51.02583334818049,0.9379748777239062
Florida,BREVARD,9,C12009,606067,1572.75439347,4.0,34,385.3538750337375,2.161812431818112
Florida,BROWARD,11,C12011,1940829,1321.63714722,5.0,8,1468.5036691670177,0.6053098626069654
Florida,CHARLOTTE,15,C12015,186734,956.79841803,4.0,15,195.16545646519353,1.567728344585294
Virginia,CHARLOTTE,37,C51037,11522,482.35960266,1.0,15,23.88674328542702,3.1097131512012264
Florida,CITRUS,17,C12017,153476,970.44050298,4.0,9,158.15085987106931,0.9274138880604288
Florida,COLLIER,21,C12021,375443,2631.33856752,4.0,17,142.68137313620184,0.6460590138357704
Florida,DESOTO,27,C12027,33898,645.55738221,3.0,14,52.50966209069385,2.1686685623627175
Mississippi,DESOTO,33,C28033,185280,500.74635351,3.0,14,370.0076869282682,2.795826649932942
Florida,DIXIE,29,C12029,16706,1053.92706978,2.0,6,15.851191680167455,0.5692993540105634
Florida,DUVAL,31,C12031,994675,927.73559307,4.0,8,1072.1535396830993,0.8623146572965837
Texas,DUVAL,131,C48131,9819,1813.71954465,1.0,8,5.413736665607145,0.4410825269870369
Florida,FLAGLER,35,C12035,115270,576.5910949500001,3.0,10,199.91637229498974,1.7343313290100613
Florida,GADSDEN,39,C12039,43693,533.86341216,2.0,5,81.843031391155,0.9365691459862564
Florida,GILCHRIST,41,C12041,17826,358.82640846000004,2.0,2,49.67861779322506,0.5573725770585106
Florida,GLADES,43,C12043,12052,997.21178037,2.0,6,12.08569757923266,0.6016776093212409
Florida,GULF,45,C12045,14176,802.57073091,2.0,6,17.663240701447524,0.7475976594856458
Florida,HAMILTON,47,C12047,13941,524.29625118,2.0,58,26.58992882101271,11.06244797086821
Illinois,HAMILTON,65,C17065,7953,440.27243052,2.0,58,18.06381560300475,13.173661573925255
Indiana,HAMILTON,57,C18057,347343,406.5298185,3.0,58,854.4096501496851,14.267096129382697
Iowa,HAMILTON,79,C19079,15039,583.31587002,1.0,58,25.781914693122204,9.943154812162296
Kansas,HAMILTON,75,C20075,2518,1007.7021435,1.0,58,2.4987542363007784,5.7556690113361855
Nebraska,HAMILTON,81,C31081,9418,550.23894666,2.0,58,17.116200256576,10.540875078375535
New York,HAMILTON,41,C36041,5083,1826.05555704,1.0,58,2.7835954828446967,3.176245091579626
Ohio,HAMILTON,61,C39061,830623,416.80587663,3.0,58,1992.8293879055523,13.915350826851897
Tennessee,HAMILTON,65,C47065,365901,581.4829761000001,3.0,58,629.2548794017908,9.974496654915912
Texas,HAMILTON,193,C48193,8208,844.8364743,1.0,58,9.715489623954557,6.865233896069253
Florida,HARDEE,49,C12049,25302,644.5800929100001,2.0,7,39.25346171609555,1.085978310065089
Florida,HENDRY,51,C12051,39371,1201.38523362,3.0,19,32.77133670218982,1.5815077019674548
Florida,HERNANDO,53,C12053,194448,722.63249448,4.0,11,269.08283461557187,1.5222122010878438
Florida,HIGHLANDS,55,C12055,101136,1117.89382848,3.0,18,90.47013001003378,1.6101707998938144
Florida,HILLSBOROUGH,57,C12057,1458282,1345.38622101,5.0,12,1083.913286182794,0.8919371859622164
New Hampshire,HILLSBOROUGH,11,C33011,422867,901.48962774,3.0,12,469.0758351375727,1.3311301240463012
Florida,HOLMES,59,C12059,19618,493.9843155,3.0,10,39.71381152080323,2.024355771271446
Mississippi,HOLMES,51,C28051,16992,772.3348054500002,2.0,10,22.00082125018259,1.2947752618986927
Ohio,HOLMES,75,C39075,44196,428.31900462,2.0,10,103.1847747199782,2.3347084514430763
Florida,INDIAN RIVER,61,C12061,159719,623.13527016,4.0,15,256.315133564803,2.4071819905409155
Florida,LEON,73,C12073,292157,708.87743472,3.0,18,412.1403583898806,2.539225981584508
Texas,LEON,289,C48289,15666,1091.52825951,1.0,18,14.352354016956605,1.6490640387158104
Florida,LEVY,75,C12075,42750,1607.0166360300002,3.0,9,26.602089263749185,0.5600439844999828
Florida,LIBERTY,77,C12077,6344,851.6357998200002,1.0,29,7.449193659238906,3.4052114772687307
Georgia,LIBERTY,179,C13179,65134,608.61016866,3.0,29,107.02088685670171,4.76495489121557
Montana,LIBERTY,51,C30051,1955,1461.74450916,1.0,29,1.3374430262942818,1.98393083184318
Texas,LIBERTY,291,C48291,91492,1188.22936245,3.0,29,76.99860219861375,2.440606242906264
Florida,MANATEE,81,C12081,399485,973.76323902,4.0,17,410.2485943113273,1.7458042487934626
Florida,MARTIN,85,C12085,158246,760.72731111,4.0,36,208.01934896894727,4.732313336755496
Indiana,MARTIN,101,C18101,9780,343.84309635,1.0,36,28.44320593845769,10.469891756487494
Kentucky,MARTIN,159,C21159,11285,232.93409529,1.0,36,48.44717981689335,15.455015271671781
Minnesota,MARTIN,91,C27091,20025,736.94300511,2.0,36,27.173064756902015,4.885045349555418
North Carolina,MARTIN,117,C37117,21994,461.31116811,2.0,36,47.67714618770191,7.8038431515743785
Texas,MARTIN,317,C48317,5229,924.94600497,1.0,36,5.65330297325799,3.8921190865803714
Florida,MIAMI-DADE,86,C12086,2698679,2413.44201345,5.0,9,1118.1867991691481,0.37291138340359614
Florida,NASSAU,89,C12089,90123,733.24903665,3.0,13,122.9091284071038,1.7729310711942003
New York,NASSAU,59,C36059,1395584,457.95801051,4.0,13,3047.406024071558,2.838688198842224
Florida,OKALOOSA,91,C12091,211293,1259.27485359,4.0,17,167.7894221405565,1.3499832821671616
Florida,OKEECHOBEE,93,C12093,39455,900.91979913,3.0,13,43.79413132900497,1.4429697307744636
Florida,OSCEOLA,97,C12097,387795,1521.1809732600002,3.0,29,254.9302198862818,1.906413537230282
Iowa,OSCEOLA,143,C19143,6192,403.42733574,2.0,29,15.348488938267206,7.1884072869791495
Michigan,OSCEOLA,133,C26133,22885,578.79881241,1.0,29,39.5387818864236,5.010376555413084
Florida,PALM BEACH,99,C12099,1489461,2407.25980599,5.0,19,618.7371202284708,0.7892791610079717
Florida,PASCO,101,C12101,561566,1025.00220264,4.0,9,547.8680909695885,0.878046893637844
Florida,PINELLAS,103,C12103,958822,871.24965096,4.0,11,1100.513496841585,1.2625543078128614
Florida,PUTNAM,107,C12107,73208,835.26898455,3.0,54,87.64601745561127,6.464983256752006
Georgia,PUTNAM,237,C13237,22025,364.3277001,1.0,54,60.45381669841359,14.821821120155887
Illinois,PUTNAM,155,C17155,5637,173.8793004,1.0,54,32.419040029677966,31.05602557393312
Indiana,PUTNAM,133,C18133,36701,487.56699381,1.0,54,75.27375820337423,11.075401059868147
